sgRNA	Gene	MDA-MB-231-Reference	MDA-MB-231-Baseline	MDA-MB-231-Vehicle-1	MDA-MB-231-Vehicle-2	MDA-MB-231-Cpd-1	MDA-MB-231-Cpd-2
sg_252969_3	NEIL2	541	1039	890	1636	1577	1385
sg_23304_4	UBR2	1317	786	905	1336	1395	506
sg_56652_1	C10orf2	2630	2621	0	0	0	85
sg_64374_2	SIL1	1571	1540	650	1560	941	424
sg_8884_1	SLC5A6	1296	1481	1373	4051	1344	1419
sg_6774_4	STAT3	757	801	483	1677	1118	627
sg_64106_1	NPFFR1	3324	4170	4446	5655	4221	4323
sg_80328_4	ULBP2	1399	1086	1295	2695	2517	1092
sg_27133_4	KCNH5	2654	3674	3159	4480	4255	4632
sg_6300_1	MAPK12	788	1193	1154	3082	2212	1667
sg_56109_2	PCDHGA6	1088	1512	1407	2173	1837	1362
sg_1036_1	CDO1	863	1179	1145	1363	1372	1291
sg_7516_1	XRCC2	2357	2179	1129	1748	896	1279
sg_391723_4	HELT	1665	1981	2735	1941	2950	1488
sg_203069_3	R3HCC1	2467	3850	5452	6225	3509	6116
sg_5756_1	TWF1	851	591	233	343	188	352
sg_22837_3	COBLL1	1184	810	1124	865	1060	651
sg_100507055_1	LRCOL1	578	796	1228	1830	1944	1218
sg_9459_2	ARHGEF6	1463	1423	1705	1252	1928	1948
sg_124411_1	ZNF720	746	668	587	944	1344	904
sg_90459_3	ERI1	1885	2570	1875	2720	2625	2653
sg_389376_4	SFTA2	2284	2236	1872	3424	1559	1991
sg_100381270_2	ZBED6	1604	1898	1041	1051	1699	1812
sg_2153_1	F5	2315	2336	1285	2954	1787	1558
sg_10686_3	CLDN16	1135	1303	912	929	1775	1430
sg_114898_1	C1QTNF2	1863	2365	1900	1488	1631	1016
sg_1008_3	CDH10	1015	1182	1372	1769	2311	2432
sg_399948_1	COLCA1	1262	1136	1164	1265	1236	1063
sg_8532_2	CPZ	2424	2054	1341	2327	3039	2508
sg_7185_2	TRAF1	653	517	197	111	298	468
sg_113510_3	HELQ	1818	2459	852	3142	2060	2098
sg_3716_1	JAK1	1163	1206	1567	1412	1607	1203
sg_64324_1	NSD1	1587	1980	401	415	433	284
sg_28960_1	DCPS	1045	1025	7	42	8	0
sg_10401_3	PIAS3	614	429	321	335	611	492
sg_646754_1	TRIM64C	1218	1787	1612	3054	2595	1878
sg_7358_2	UGDH	1175	1733	1948	3064	3210	5526
sg_54504_4	CPVL	1292	1592	1488	1902	1092	2424
sg_5992_4	RFX4	1765	1809	1736	2210	2327	1724
sg_3127_1	HLA-DRB5	1552	2283	3609	4601	7774	4060
sg_51122_2	COMMD2	708	653	57	106	191	334
sg_54934_4	KANSL2	506	272	73	210	52	53
sg_57542_4	KLHL42	1015	836	350	1702	1147	1043
sg_133418_1	EMB	1592	1657	1414	2524	1698	3367
sg_5167_4	ENPP1	981	908	823	1024	1205	861
sg_2254_1	FGF9	1182	1419	1948	1315	1672	1771
sg_2877_2	GPX2	2229	2542	2252	3356	2541	3857
sg_79890_2	RIN3	1256	1536	677	4403	2152	1133
sg_342892_4	ZNF850	2228	2046	1485	2771	2290	1082
sg_146850_4	PIK3R6	1856	1765	1023	1385	1815	1711
sg_55814_4	BDP1	1744	1831	582	1219	758	661
sg_23451_2	SF3B1	1023	661	56	165	85	99
sg_9806_2	SPOCK2	2303	2710	2929	3465	2183	1969
sg_30811_3	HUNK	1504	2217	3195	4948	2912	2788
sg_29766_4	TMOD3	588	572	474	1817	1883	1219
sg_3293_3	HSD17B3	689	611	531	729	557	681
sg_55080_1	TAPBPL	683	725	386	1458	758	581
sg_101060200_2	ZNF891	1307	1480	1522	1812	2114	1654
sg_23416_1	KCNH3	1059	658	2063	1517	1337	1468
sg_22904_2	SBNO2	1495	1586	4157	5916	3066	4635
sg_2986_1	GUCY2F	693	996	382	1040	822	765
sg_55626_4	AMBRA1	1807	2242	886	1675	1601	1126
sg_7284_4	TUFM	1485	1627	11	14	8	0
sg_976_4	ADGRE5	581	515	234	218	456	161
sg_7332_3	UBE2L3	519	850	272	587	344	300
sg_7373_3	COL14A1	1433	1691	1878	2471	3445	2205
sg_79915_2	ATAD5	689	409	14	235	235	87
sg_1359_2	CPA3	1559	1904	999	2741	1451	1260
sg_2672_3	GFI1	1600	1099	1042	1045	1207	1363
sg_29937_2	NENF	2003	2639	2503	4701	2974	3438
sg_9021_4	SOCS3	934	1278	1915	2942	3545	2025
sg_92340_2	PRR29	2188	2260	1265	2180	2408	1935
sg_931_2	MS4A1	651	597	651	831	446	185
sg_10847_2	SRCAP	1100	1095	501	1230	437	96
sg_9016_2	SLC25A14	750	1227	1311	2101	3490	3837
sg_84316_1	NAA38	1016	1308	2817	4134	1728	2334
sg_55239_4	OGFOD1	887	1128	1562	3378	942	4359
sg_9019_1	MPZL1	1365	1283	1147	1253	1384	898
sg_51208_3	CLDN18	1413	1658	1506	2040	2408	3920
sg_4704_2	NDUFA9	1009	1139	111	361	468	210
sg_23214_1	XPO6	1081	781	116	295	661	95
sg_2066_3	ERBB4	551	686	194	140	516	312
sg_5042_1	PABPC3	942	845	370	449	394	437
sg_55534_2	MAML3	2191	2651	2447	3759	2270	2283
sg_149371_3	EXOC8	1656	1170	125	166	6	115
sg_3964_2	LGALS8	1823	2508	2224	2604	2712	3025
sg_8471_3	IRS4	766	1015	780	1947	498	990
sg_23310_4	NCAPD3	1104	868	435	347	650	664
sg_7350_3	UCP1	1723	2170	1981	2097	1534	2253
sg_57582_4	KCNT1	1457	1807	1294	2582	1840	1861
sg_8473_4	OGT	1210	630	13	108	138	6
sg_386680_3	KRTAP10-5	887	860	877	2428	1701	608
sg_1365_1	CLDN3	3198	3846	4895	7146	4230	6792
sg_55147_4	RBM23	372	670	784	1067	401	564
sg_987_1	LRBA	1725	1828	2706	4537	2249	3330
sg_23548_4	TTC33	1059	1485	1940	2979	2145	2817
sg_121506_2	ERP27	666	1002	479	1556	1270	1238
sg_3240_1	HP	623	480	684	1204	676	304
sg_56169_4	GSDMC	442	430	111	810	739	292
sg_401665_2	OR51T1	2123	2528	4021	3794	3920	3908
sg_221060_3	C10orf111	626	1354	3046	3008	2468	2853
sg_7693_2	ZNF134	2619	3391	2701	3483	3113	3688
sg_51652_4	CHMP3	2355	953	343	292	555	245
sg_27295_1	PDLIM3	880	728	663	1667	934	805
sg_10440_4	TIMM17A	1203	1003	1151	1216	792	1160
sg_54551_4	MAGEL2	2479	2954	1684	3972	2576	3270
sg_117248_3	GALNT15	1006	1527	3046	5551	3797	4348
sg_54872_4	PIGG	1106	1804	1397	3007	1545	2095
sg_79089_3	TMUB2	1095	911	695	522	707	893
sg_89866_1	SEC16B	3132	2994	3139	2974	2816	2250
sg_129881_4	CCDC173	1863	1895	2226	1400	2202	2916
sg_54512_4	EXOSC4	4071	3362	17	172	0	33
sg_338567_1	KCNK18	1756	2805	2744	5101	4510	3390
sg_114904_4	C1QTNF6	904	463	5	255	266	297
sg_147837_2	ZNF563	776	1185	854	846	936	1805
sg_57107_2	PDSS2	434	446	94	52	160	163
sg_23336_3	SYNM	657	822	108	529	352	304
sg_57135_3	DAZ4	596	836	800	1016	1145	1028
sg_9270_2	ITGB1BP1	1323	1316	1746	2427	2148	2274
sg_2037_4	EPB41L2	1067	1183	495	972	883	1444
sg_7070_3	THY1	510	553	800	1070	985	1562
sg_51510_1	CHMP5	1926	1865	2580	2484	2119	1432
sg_22900_4	CARD8	1945	1999	2086	2530	1699	1286
sg_790_2	CAD	1173	868	412	127	282	68
sg_51412_4	ACTL6B	872	1156	1158	1331	3168	4250
sg_9081_4	PRY	874	1203	1016	4836	2342	2551
sg_138151_4	NACC2	1835	2203	3397	3939	2620	2014
sg_4975_1	OMP	1470	1202	681	1269	858	710
sg_64333_2	ARHGAP9	2256	2264	2765	3566	3673	5185
sg_6653_2	SORL1	1095	1729	1171	2038	1596	1683
sg_1054_1	CEBPG	1824	1845	2179	3198	2077	2592
sg_5207_2	PFKFB1	1853	1802	2534	2281	2932	2911
sg_9353_1	SLIT2	1335	1401	804	1371	926	904
sg_80790_1	CMIP	632	1095	1401	2449	1670	883
sg_1488_3	CTBP2	2092	2439	2355	2834	2284	2135
sg_27239_3	GPR162	286	294	106	307	220	390
sg_257177_3	CFAP126	1876	2021	2532	3768	2904	2166
sg_NTC_190	Non_Targeting_Control_190	2892	4212	5255	8534	6132	7561
sg_4286_3	MITF	871	1058	948	1286	1329	1238
sg_155054_2	ZNF425	1082	1471	2243	2367	2668	2635
sg_26013_2	L3MBTL1	895	900	521	787	968	498
sg_22818_3	COPZ1	706	24	0	0	135	23
sg_80704_4	SLC19A3	842	814	708	1430	1363	840
sg_342618_3	SLFN14	835	697	647	483	349	258
sg_8437_4	RASAL1	1298	1587	1847	2464	2392	2806
sg_1300_4	COL10A1	1030	1305	1526	1788	1744	1055
sg_114928_3	GPRASP2	1561	2104	2215	2881	2650	2173
sg_3955_2	LFNG	2705	3296	3304	6276	6091	5666
sg_101243544_1	ERCC6-PGBD3	1838	1707	1318	1903	1241	1584
sg_7068_4	THRB	1370	1524	1629	2686	2283	2653
sg_84056_4	KATNAL1	1314	1098	1065	1173	1144	1089
sg_105_2	ADARB2	1210	1754	1180	2333	2207	1639
sg_57724_1	EPG5	2858	3139	2600	3388	2376	3214
sg_3355_4	HTR1F	908	694	736	2208	988	1134
sg_23588_3	KLHDC2	3030	3063	3095	4260	3487	2532
sg_3849_2	KRT2	1051	812	733	818	462	826
sg_1421_3	CRYGD	390	554	837	292	337	1207
sg_90506_3	LRRC46	1249	1250	1812	2989	1262	1712
sg_7200_2	TRH	3378	5173	6408	11741	8549	9650
sg_9379_2	NRXN2	713	1011	1941	2617	3450	2313
sg_22930_4	RAB3GAP1	603	464	248	295	214	338
sg_23136_4	EPB41L3	1230	1515	704	1117	1072	1466
sg_863_4	CBFA2T3	1837	1603	1457	2334	2715	1935
sg_223082_2	ZNRF2	880	935	2154	1772	2184	1509
sg_100873985_2	MED14OS	846	950	1093	991	1556	1468
sg_59277_3	NTN4	1244	972	564	915	858	519
sg_353133_4	LCE1C	965	1167	694	747	580	609
sg_1737_2	DLAT	2594	3175	2649	2868	3443	5019
sg_124491_4	TMEM170A	2081	2183	2167	3232	3065	3207
sg_49856_2	WRAP73	455	595	787	1128	517	854
sg_7014_2	TERF2	1287	1059	1197	523	1176	945
sg_22924_1	MAPRE3	1164	1323	562	2118	1136	1289
sg_390275_2	OR8A1	1754	1911	605	782	584	452
sg_124535_2	HSF5	1685	2329	1592	2109	1677	1637
sg_54576_1	UGT1A8	1100	1091	1333	1809	1187	1909
sg_54507_3	ADAMTSL4	2128	1313	982	841	572	845
sg_221061_1	FAM171A1	2163	2596	1979	2538	2799	2066
sg_57205_4	ATP10D	2020	2539	3748	8022	4814	5038
sg_84959_2	UBASH3B	583	1059	948	1348	1334	1383
sg_54207_1	KCNK10	1371	1606	1745	2622	2192	1812
sg_285313_2	IGSF10	810	761	461	338	822	327
sg_120146_2	TRIM64	544	353	265	263	232	481
sg_55565_4	ZNF821	765	1036	875	1229	2091	654
sg_654_2	BMP6	951	967	916	1332	898	1770
sg_169200_1	TMEM64	1168	1274	931	1051	1193	725
sg_353322_3	ANKRD37	1691	2004	2487	3403	2251	2535
sg_23417_2	MLYCD	1692	1642	1211	1464	1466	1047
sg_5897_3	RAG2	727	937	753	2902	2174	1304
sg_84078_3	KBTBD7	610	710	1029	1452	1538	1951
sg_6631_2	SNRPC	570	25	0	0	0	0
sg_140881_2	DEFB129	1912	3190	4531	5525	5127	5707
sg_5018_2	OXA1L	1895	1792	982	1546	1202	1835
sg_22861_4	NLRP1	1799	2379	2220	2969	2477	2104
sg_27290_4	SPINK4	772	552	905	544	1941	1159
sg_2913_4	GRM3	2996	3902	4265	6049	5642	7033
sg_5514_3	PPP1R10	3314	701	164	1117	254	214
sg_126_3	ADH1C	1497	1179	951	696	1003	977
sg_56479_4	KCNQ5	697	1018	639	756	1169	763
sg_283349_3	RASSF3	2171	3302	2899	4598	4918	4021
sg_100288287_3	KRTAP22-2	412	448	1528	1577	2392	736
sg_257019_1	FRMD3	906	995	857	1253	880	928
sg_881_2	CCIN	1111	785	456	1411	684	724
sg_1783_4	DYNC1LI2	1231	1374	1196	2384	1991	1308
sg_7045_3	TGFBI	476	474	234	416	306	201
sg_25813_4	SAMM50	1407	1254	7	43	0	16
sg_21_1	ABCA3	2908	2095	2080	1305	2032	3173
sg_374887_4	YJEFN3	853	850	747	924	347	548
sg_79600_4	TCTN1	542	650	376	681	535	247
sg_148266_1	ZNF569	1139	1499	1746	1936	2949	2389
sg_5529_3	PPP2R5E	1473	1405	904	2634	1643	1118
sg_285367_3	RPUSD3	758	726	624	484	761	469
sg_27042_2	DIEXF	1231	305	0	0	29	0
sg_199870_3	FAM76A	1170	818	561	2094	717	305
sg_388272_2	C16orf87	730	633	558	910	1368	868
sg_28956_1	LAMTOR2	2613	2036	138	55	57	206
sg_5797_2	PTPRM	1928	2566	2594	4605	1815	2681
sg_10139_2	ARFRP1	653	770	0	36	0	0
sg_1175_3	AP2S1	2136	1077	69	47	0	25
sg_2009_2	EML1	1408	1461	895	1074	1094	937
sg_51093_4	RRNAD1	616	690	508	483	409	501
sg_388753_2	COA6	517	532	227	138	46	30
sg_79077_1	DCTPP1	2800	3058	2456	4251	3704	3046
sg_390151_1	OR8H2	1288	938	22	51	2	45
sg_27249_1	MMADHC	1257	1052	340	695	343	403
sg_2358_4	FPR2	1097	1917	2442	2869	1704	2239
sg_54806_1	AHI1	737	741	728	756	473	1382
sg_3447_2	IFNA13	1446	2223	3927	6089	2998	3800
sg_55337_3	C19orf66	1010	1038	439	712	1396	662
sg_134829_2	CLVS2	355	242	125	132	310	1032
sg_57182_4	ANKRD50	1300	1662	1676	2032	2284	1851
sg_65109_3	UPF3B	2237	3154	3209	5114	4079	4302
sg_3742_2	KCNA6	749	1013	1957	1261	1780	3331
sg_7791_3	ZYX	716	971	759	998	621	1460
sg_284161_1	GDPD1	1205	1261	554	1605	750	983
sg_9148_4	NEURL1	317	540	665	1234	527	401
sg_149483_3	CCDC17	540	895	360	861	1577	686
sg_3765_3	KCNJ9	2174	2151	810	1092	1470	1210
sg_26002_1	MOXD1	863	1165	1090	1282	1888	1557
sg_2628_2	GATM	930	1222	878	1113	1322	1076
sg_83998_1	REG4	2733	2617	2388	1952	2517	2412
sg_55122_2	AKIRIN2	527	80	21	120	49	27
sg_64092_3	SAMSN1	426	532	320	496	649	384
sg_1838_1	DTNB	938	1223	2202	1944	913	1976
sg_50489_4	CD207	2250	2910	2937	4183	2715	3122
sg_84966_1	IGSF21	705	728	892	1724	2088	1376
sg_389792_2	IER5L	2683	3289	2184	2298	2099	2261
sg_81788_1	NUAK2	2336	2545	3344	4942	4447	4871
sg_401546_3	C9orf152	2012	3144	5412	8411	8565	7466
sg_158809_4	MAGEB6	1333	1473	1983	2393	3499	1756
sg_203228_3	C9orf72	2163	2044	2459	2690	3965	4176
sg_256691_2	MAMDC2	1224	1164	1727	2780	1376	2134
sg_23632_3	CA14	725	1060	711	971	681	661
sg_NTC_270	Non_Targeting_Control_270	3262	4935	5854	10420	8135	6845
sg_9382_4	COG1	2896	3220	2039	3626	2342	3488
sg_390083_2	OR56A3	570	527	208	591	670	301
sg_1500_2	CTNND1	1304	1570	1306	1195	1154	1676
sg_9912_3	ARHGAP44	1609	1980	1049	1608	1210	853
sg_401720_2	FIGNL2	602	416	142	249	323	452
sg_3912_1	LAMB1	1191	1274	1316	2974	2424	2754
sg_6564_4	SLC15A1	1158	1232	1970	1897	2037	1866
sg_29999_3	FSCN3	1377	1371	1011	1040	943	923
sg_129852_2	C2orf73	519	816	641	597	480	473
sg_56850_1	GRIPAP1	1289	1917	4022	4459	5258	6666
sg_6452_2	SH3BP2	848	1048	606	1554	495	644
sg_25791_2	NGEF	1530	2072	2946	4856	3335	3495
sg_4194_3	MDM4	979	1202	858	1366	708	783
sg_440068_3	CARD17	982	1284	1426	2665	1869	2069
sg_11319_2	ECD	1308	396	5	228	66	69
sg_9496_2	TBX4	2233	2323	1372	1740	2398	3339
sg_353149_4	TBC1D26	1863	2176	2169	1778	1587	1496
sg_57692_2	MAGEE1	263	266	143	227	36	78
sg_222545_3	GPRC6A	953	951	1138	1836	997	1160
sg_286530_1	P2RY8	3005	4807	6729	8034	8798	8341
sg_7266_3	DNAJC7	652	680	399	807	645	464
sg_144501_1	KRT80	851	550	1272	1282	1729	1770
sg_64780_1	MICAL1	1147	1307	998	1918	2017	1645
sg_6498_4	SKIL	709	1023	2155	1264	2621	2558
sg_2245_2	FGD1	1306	1535	1310	1497	1265	2328
sg_346007_4	EYS	1568	1449	1309	1976	2527	2102
sg_84138_2	SLC7A6OS	2645	1890	465	1065	290	542
sg_10587_2	TXNRD2	852	614	276	276	614	390
sg_59269_2	HIVEP3	788	1054	755	1381	1461	1081
sg_90050_3	FAM181A	2962	4371	5596	8881	7382	8100
sg_392862_1	GRID2IP	1668	1646	1037	2181	846	1112
sg_6142_4	RPL18A	1258	132	0	0	0	0
sg_118491_1	CFAP70	1706	1682	1253	1043	862	1653
sg_84872_4	ZC3H10	710	430	297	247	414	283
sg_10294_3	DNAJA2	891	1151	3452	4926	3725	4693
sg_408187_4	SPINK14	1713	2224	1738	3038	2283	2077
sg_4990_1	SIX6	579	729	367	568	394	725
sg_25789_3	TMEM59L	777	745	452	1631	758	1039
sg_51092_1	SIDT2	2420	2187	1974	2368	1936	2081
sg_728957_3	ZNF705D	2720	3714	5330	9111	6288	7682
sg_51316_4	PLAC8	1406	1762	1634	1817	2182	2328
sg_80231_4	CXorf21	433	463	559	592	518	772
sg_80010_2	RMI1	1267	1699	0	7	0	0
sg_8538_1	BARX2	1618	2198	1313	1468	1651	1806
sg_25981_2	DNAH1	1539	1741	1916	1722	2190	1366
sg_1060_1	CENPC	1341	583	56	279	153	143
sg_84668_4	FAM126A	1753	2257	1799	3972	4699	2722
sg_338879_3	RNASE10	3210	4068	3983	6350	5317	2733
sg_23324_2	MAN2B2	2523	3165	1982	3046	3192	2556
sg_124404_1	SEPT12	1283	1506	2884	4096	3644	3739
sg_116039_1	OSR2	2124	3327	2430	5704	2518	2831
sg_653333_1	FAM86B2	500	678	1138	1944	1792	1785
sg_100653515_1	CEP295NL	1637	1756	1639	2037	1135	2261
sg_64782_4	AEN	694	646	36	181	151	83
sg_2947_1	GSTM3	3309	2791	1556	2678	2586	2223
sg_51174_3	TUBD1	469	414	14	34	76	41
sg_3550_2	IK	1319	876	686	889	798	1153
sg_6948_3	TCN2	1133	1354	1365	1219	1272	1054
sg_1401_1	CRP	2171	2192	947	1579	1300	763
sg_132299_2	OCIAD2	1998	2754	3526	4337	3509	4048
sg_51228_3	GLTP	1019	757	494	511	317	985
sg_10123_2	ARL4C	432	595	354	394	554	280
sg_10785_3	WDR4	122	225	238	110	192	188
sg_138883_2	OR1N1	1418	1649	1186	2778	931	1793
sg_91894_1	C11orf52	2529	3202	1149	2198	2320	1191
sg_541466_2	CT45A1	1701	2735	1503	2738	2535	2934
sg_653361_1	NCF1	598	838	1184	1384	2080	1406
sg_55651_4	NHP2	2289	1579	248	970	399	443
sg_92815_1	HIST3H2A	2890	3149	3058	4127	3208	3565
sg_54964_1	C1orf56	1221	849	484	474	402	695
sg_23463_4	ICMT	1110	1275	321	577	310	487
sg_6996_3	TDG	627	442	254	448	287	645
sg_284467_1	FAM19A3	1427	927	528	1047	1343	1074
sg_83596_1	BCL2L12	1298	1473	1511	1226	1693	1412
sg_23469_4	PHF3	1097	1017	302	348	747	584
sg_11160_4	ERLIN2	488	578	496	825	1277	528
sg_90007_3	MIDN	1934	2795	3167	7412	4391	4358
sg_100287205_3	USP17L12	573	341	0	60	102	13
sg_80228_1	ORAI2	56	35	259	195	210	467
sg_84875_4	PARP10	592	646	1093	705	1054	1412
sg_7871_4	SLMAP	2286	2492	1091	1290	1645	1629
sg_728656_3	DMRTC1B	1167	1203	781	942	948	921
sg_23108_2	RAP1GAP2	1327	1419	482	624	522	291
sg_57380_3	MRS2	2210	2608	3317	4170	4756	2861
sg_343702_4	XKR7	1911	1549	771	1505	1703	1118
sg_503582_4	ARGFX	1603	1495	804	581	1337	436
sg_1039_1	CDR2	3121	3366	2901	5342	4926	4281
sg_2671_4	GFER	1493	1993	8	141	13	0
sg_10721_2	POLQ	835	755	881	713	889	713
sg_54843_3	SYTL2	902	1317	1608	2631	2097	1922
sg_3171_1	FOXA3	1163	1553	1139	2232	2517	1325
sg_NTC_580	Non_Targeting_Control_580	2505	3552	4244	5354	4189	4600
sg_5571_4	PRKAG1	831	468	184	621	650	370
sg_5629_2	PROX1	561	598	1869	1811	1205	1915
sg_29097_2	CNIH4	2135	1863	3140	3733	2864	3474
sg_255403_2	ZNF718	1368	1929	2415	2352	2032	3935
sg_202134_4	FAM153B	972	819	154	836	358	158
sg_51699_4	VPS29	529	397	15	11	42	15
sg_2624_1	GATA2	2626	3031	1578	2437	1194	1614
sg_2072_4	ERCC4	1668	1987	556	750	562	466
sg_55843_2	ARHGAP15	1565	2019	2316	4704	2056	3562
sg_8383_1	OR1A1	1510	2038	3117	3810	2990	2421
sg_6014_3	RIT2	250	321	563	1410	656	457
sg_5295_2	PIK3R1	1819	1991	2060	2882	2289	2634
sg_652968_3	GATSL3	219	238	216	291	82	410
sg_140625_2	ACTRT2	1592	2232	1736	3199	2467	2411
sg_6497_1	SKI	1225	1819	1735	3179	1928	2282
sg_346007_2	EYS	1295	1342	373	558	851	273
sg_23601_4	CLEC5A	268	554	1319	1769	1009	1803
sg_55835_2	CENPJ	1934	2471	1041	933	870	979
sg_2647_1	BLOC1S1	721	732	240	294	404	537
sg_23381_2	SMG5	1700	993	506	765	126	176
sg_8968_3	HIST1H3F	1768	1950	3196	7638	4921	4856
sg_23047_3	PDS5B	1781	2056	3229	5303	5251	3091
sg_284207_3	METRNL	844	1293	1307	2236	964	1245
sg_4831_2	NME2	1645	2345	3317	2620	4145	3931
sg_8690_3	JRKL	910	1088	1379	1806	3235	1079
sg_357_4	SHROOM2	107	185	78	279	526	215
sg_23235_3	SIK2	1641	1890	1416	2715	893	1455
sg_1287_1	COL4A5	484	597	1188	2694	1866	2825
sg_54915_2	YTHDF1	1445	1954	3935	5128	3800	5126
sg_26589_4	MRPL46	701	840	613	995	628	574
sg_23301_3	EHBP1	1869	2528	3004	4362	4524	3493
sg_285550_3	FAM200B	997	1278	1345	1246	967	2005
sg_5915_4	RARB	468	760	464	350	1049	870
sg_6550_2	SLC9A3	1053	1201	644	1314	810	739
sg_51619_3	UBE2D4	999	1038	842	1410	1596	1446
sg_152503_4	SH3D19	919	930	666	1265	671	1510
sg_4858_3	NOVA2	1605	1891	2075	3869	3160	4853
sg_4292_4	MLH1	976	1562	1364	1476	1310	1359
sg_259236_2	TMIE	399	559	680	560	603	907
sg_90317_1	ZNF616	2561	2888	2465	5063	4015	2413
sg_158427_1	TSTD2	2878	3094	2352	2386	1996	3548
sg_9958_2	USP15	1995	1398	1093	1019	827	1119
sg_343413_1	FCRL6	921	880	759	1056	404	1332
sg_9114_2	ATP6V0D1	2154	582	0	0	0	0
sg_28992_4	MACROD1	1355	1315	745	1208	1391	1535
sg_63027_3	SLC22A23	1434	1830	1618	2091	1738	1261
sg_3240_3	HP	905	1093	700	1139	1420	1295
sg_29919_1	C18orf8	1081	1039	408	428	255	502
sg_2289_1	FKBP5	1293	1235	941	1545	1199	996
sg_51271_3	UBAP1	2607	1215	492	498	574	654
sg_283450_3	HECTD4	1419	1539	2731	4306	2621	3705
sg_58189_2	WFDC1	1309	1847	1085	1365	1498	1189
sg_25961_2	NUDT13	892	1105	560	663	701	967
sg_NTC_918	Non_Targeting_Control_918	2149	3498	19089	22918	15513	18065
sg_219670_4	ENKUR	1399	2115	2220	4102	3744	2761
sg_329_2	BIRC2	1048	1033	1090	1211	945	1091
sg_80741_4	LY6G5C	1594	1159	778	2158	1175	1574
sg_128434_4	VSTM2L	2611	2881	2245	3074	3157	3206
sg_720_4	C4A	837	816	1139	1288	1720	1501
sg_23539_2	SLC16A8	1709	1652	1804	3074	1645	1890
sg_26984_4	SEC22A	1252	1106	510	889	940	602
sg_114800_3	CCDC85A	507	695	833	2209	1487	960
sg_144501_3	KRT80	1117	1071	812	2206	1453	1638
sg_55138_4	FAM90A1	1792	1756	963	1371	1867	1044
sg_NTC_415	Non_Targeting_Control_415	1594	2560	16472	17663	15412	13501
sg_116534_4	MRGPRE	1527	873	77	69	88	101
sg_662_2	BNIP1	1311	716	12	39	2	1
sg_339345_2	NANOS2	814	951	1230	2558	1019	845
sg_127124_4	ATP6V1G3	2151	2462	2477	4380	3373	3072
sg_4296_4	MAP3K11	1874	2606	1510	3404	2493	4241
sg_55520_1	ELAC1	1010	1446	1030	2791	3641	2554
sg_7103_4	TSPAN8	1804	1868	2940	3588	2357	3840
sg_5872_2	RAB13	1195	1275	1868	2853	1616	2118
sg_55247_1	NEIL3	1527	2195	2468	3313	3783	3680
sg_7329_2	UBE2I	1897	447	22	0	0	0
sg_3361_3	HTR5A	465	689	589	1085	513	1558
sg_1807_2	DPYS	1824	1884	1150	2930	1966	2659
sg_27316_3	RBMX	1956	438	10	0	36	0
sg_376497_3	SLC27A1	955	919	633	1395	777	1107
sg_9781_1	RNF144A	2185	2965	2388	4895	2502	3416
sg_168667_2	BMPER	920	1153	1299	1869	3488	1509
sg_282974_2	STK32C	2357	3085	3239	6931	3301	4945
sg_6678_2	SPARC	784	1018	1466	988	1146	2552
sg_554282_3	FAM72C	981	486	136	155	1237	1051
sg_729059_3	C1orf234	743	796	531	1123	426	1222
sg_79827_2	CLMP	2245	3512	2527	4828	4969	4707
sg_100144595_1	LOC100144595	1912	1612	364	896	667	1089
sg_79168_1	LILRA6	1323	1918	1806	2553	2423	3208
sg_115701_1	ALPK2	701	765	883	1049	1381	2640
sg_100996758_4	CH17-360D5.1	1343	1968	3781	4883	3479	3294
sg_26260_3	FBXO25	1454	1751	1424	2229	1456	1649
sg_120114_2	FAT3	999	1101	1303	732	2036	1368
sg_84057_3	MND1	1039	1225	493	1547	1162	772
sg_7111_1	TMOD1	1168	1322	564	679	646	1006
sg_11144_3	DMC1	2307	2946	2921	3218	3811	4307
sg_100287362_1	PRSS46	2872	3254	2324	3604	4255	4241
sg_5226_1	PGD	1039	357	0	0	27	0
sg_79932_2	KIAA0319L	1505	1367	757	1219	920	1900
sg_91647_3	ATPAF2	3080	3796	1008	1376	1645	2103
sg_145864_2	HAPLN3	3236	4472	5017	7221	5233	4331
sg_3762_2	KCNJ5	1488	1749	1051	1519	1407	1345
sg_138050_2	HGSNAT	1574	1871	682	1723	1466	1502
sg_646658_3	SYNDIG1L	835	787	291	355	548	373
sg_353288_3	KRT26	1142	1302	1296	2105	1104	1963
sg_26061_1	HACL1	3937	4661	3930	7729	5337	6069
sg_2960_2	GTF2E1	276	319	217	78	133	884
sg_8893_1	EIF2B5	1610	815	260	957	493	595
sg_55829_4	VIMP	569	530	902	1708	686	866
sg_79763_4	ISOC2	734	1039	753	1378	1261	794
sg_1200_2	TPP1	2524	2907	3041	3962	4311	3863
sg_22865_4	SLITRK3	1319	1563	1165	2344	1226	599
sg_390168_4	OR5M1	1768	2216	1223	2998	3692	3661
sg_3702_3	ITK	642	728	723	928	448	841
sg_122953_1	JDP2	451	762	639	1455	1076	588
sg_342945_3	ZSCAN22	1876	2395	1701	2928	3533	2675
sg_80320_4	SP6	925	1033	636	1006	1402	1410
sg_9931_4	HELZ	1656	1467	1130	2042	2046	1453
sg_378807_1	CATSPER4	572	556	1277	1557	2622	1292
sg_25974_1	MMACHC	1730	1110	175	27	762	10
