sgrna,gene
sg_152789_1,JAKMIP1
sg_340441_4,POTEA
sg_84225_4,ZMYND15
sg_3790_2,KCNS3
sg_728229_3,TMEM191B
sg_79977_2,GRHL2
sg_2882_2,GPX7
sg_55966_2,AJAP1
sg_284546_4,C1orf185
sg_124411_4,ZNF720
sg_9124_1,PDLIM1
sg_27141_3,CIDEB
sg_7543_1,ZFX
sg_441308_3,OR4F21
sg_252969_2,NEIL2
sg_23595_3,ORC3
sg_100130933_2,SMIM6
sg_2938_2,GSTA1
sg_177_2,AGER
sg_80351_2,TNKS2
sg_387700_2,SLC16A12
sg_79153_2,GDPD3
sg_55827_3,DCAF6
sg_2070_1,EYA4
sg_8425_2,LTBP4
sg_8778_1,SIGLEC5
sg_643699_2,GOLGA8N
sg_27151_4,CPAMD8
sg_730291_1,ZNF735
sg_6772_3,STAT1
sg_86614_2,HSFY1
sg_8448_4,DOC2A
sg_23098_3,SARM1
sg_63935_3,PCIF1
sg_100132911_3,DPH3P1
sg_2302_4,FOXJ1
sg_1174_2,AP1S1
sg_2073_3,ERCC5
sg_401466_3,C8orf59
sg_23301_3,EHBP1
sg_10665_1,C6orf10
sg_3280_3,HES1
sg_117286_1,CIB3
sg_11194_1,ABCB8
sg_65217_1,PCDH15
sg_441457_1,NUTM2G
sg_4736_2,RPL10A
sg_23761_2,PISD
sg_8645_1,KCNK5
sg_55034_1,MOCOS
sg_60681_1,FKBP10
sg_60626_4,RIC8A
sg_1828_1,DSG1
sg_7070_2,THY1
sg_3608_3,ILF2
sg_201294_1,UNC13D
sg_55837_2,EAPP
sg_3187_1,HNRNPH1
sg_51389_3,RWDD1
sg_128821_2,CST9L
sg_1414_2,CRYBB1
sg_7485_3,WRB
sg_8228_3,PNPLA4
sg_27434_2,POLM
sg_57095_2,PITHD1
sg_146779_3,EFCAB3
sg_8854_2,ALDH1A2
sg_400720_1,ZNF772
sg_10954_4,PDIA5
sg_7041_1,TGFB1I1
sg_NTC_917,Non_Targeting_Control_917
sg_57182_2,ANKRD50
sg_283209_2,PGM2L1
sg_1678_3,TIMM8A
sg_54509_3,RHOF
sg_400863_3,LOC400863
sg_51465_4,UBE2J1
sg_55308_3,DDX19A
sg_929_2,CD14
sg_6504_4,SLAMF1
sg_84938_2,ATG4C
sg_4701_3,NDUFA7
sg_6776_3,STAT5A
sg_493911_1,PHOSPHO2
sg_55291_3,PPP6R3
sg_57184_3,FAM219B
sg_56981_2,PRDM11
sg_79840_4,NHEJ1
sg_259197_2,NCR3
sg_9194_3,SLC16A7
sg_6877_3,TAF5
sg_23024_3,PDZRN3
sg_284371_4,ZNF841
sg_55268_1,ECHDC2
sg_100141515_4,C17orf99
sg_51335_4,NGRN
sg_123103_4,KLHL33
sg_222487_3,ADGRG3
sg_58524_2,DMRT3
sg_124808_1,CCDC43
sg_23199_2,GSE1
sg_2887_1,GRB10
sg_374470_4,C12orf42
sg_57026_1,PDXP
sg_27342_3,RABGEF1
sg_1906_1,EDN1
sg_2239_4,GPC4
sg_55170_4,PRMT6
sg_2697_4,GJA1
sg_1181_3,CLCN2
sg_404217_4,CTXN1
sg_80255_1,SLC35F5
sg_11018_3,TMED1
sg_1159_1,CKMT1B
sg_9721_4,GPRIN2
sg_284656_1,EPHA10
sg_135458_4,HUS1B
sg_79791_1,FBXO31
sg_10906_4,TRAFD1
sg_27315_4,PGAP2
sg_284541_3,CYP4A22
sg_137886_1,UBXN2B
sg_26122_3,EPC2
sg_23175_1,LPIN1
sg_6783_3,SULT1E1
sg_391196_4,OR2M7
sg_26207_2,PITPNC1
sg_2011_3,MARK2
sg_4798_2,NFRKB
sg_3739_3,KCNA4
sg_283989_1,TSEN54
sg_84689_2,MS4A14
sg_7372_2,UMPS
sg_25782_3,RAB3GAP2
sg_10491_4,CRTAP
sg_26099_2,SZRD1
sg_503841_2,DEFB106B
sg_3796_2,KIF2A
sg_2791_1,GNG11
sg_11027_4,LILRA2
sg_84984_3,CEP19
sg_339324_1,ZNF260
sg_57510_4,XPO5
sg_7707_4,ZNF148
sg_9487_2,PIGL
sg_23430_3,TPSD1
sg_341276_4,OR10A2
sg_51179_2,HAO2
sg_60680_2,CELF5
sg_10869_1,USP19
sg_22803_1,XRN2
sg_11081_4,KERA
sg_8786_1,RGS11
sg_64689_4,GORASP1
sg_29796_1,UQCR10
sg_100131390_1,SP9
sg_5709_4,PSMD3
sg_84456_4,L3MBTL3
sg_10603_2,SH2B2
sg_162989_2,DEDD2
sg_3257_4,HPS1
sg_199675_4,MCEMP1
sg_79877_3,DCAKD
sg_51428_1,DDX41
sg_25874_4,MPC2
sg_NTC_824,Non_Targeting_Control_824
sg_440695_3,ETV3L
sg_3839_2,KPNA3
sg_2915_3,GRM5
sg_4286_2,MITF
sg_5296_2,PIK3R2
sg_100271927_2,RASA4B
sg_1823_3,DSC1
sg_166929_3,SGMS2
sg_6512_4,SLC1A7
sg_6505_4,SLC1A1
sg_5710_4,PSMD4
sg_9861_4,PSMD6
sg_57687_2,VAT1L
sg_NTC_465,Non_Targeting_Control_465
sg_7818_1,DAP3
sg_25999_3,CLIP3
sg_92292_3,GLYATL1
sg_285782_2,CAGE1
sg_51226_3,COPZ2
sg_10693_1,CCT6B
sg_84759_2,PCGF1
sg_898_1,CCNE1
sg_84769_2,MPV17L2
sg_3291_4,HSD11B2
sg_3131_2,HLF
sg_220082_1,SPERT
sg_347527_2,ARSH
sg_147699_1,PPM1N
sg_93659_4,CGB5
sg_153364_2,MBLAC2
sg_5891_2,MOK
sg_644186_1,SYCE3
sg_162998_3,OR7D2
sg_4650_4,MYO9B
sg_134553_1,C5orf24
sg_25792_4,CIZ1
sg_23514_2,SPIDR
sg_79813_2,EHMT1
sg_341346_4,SMCO2
sg_55610_3,CCDC132
sg_3703_4,STT3A
sg_374462_1,PTPRQ
sg_3175_3,ONECUT1
sg_284083_4,C17orf47
sg_3443_1,IFNA6
sg_10302_4,SNAPC5
sg_6197_4,RPS6KA3
sg_79696_4,ZC2HC1C
sg_219621_1,C10orf107
sg_8544_2,PIR
sg_91433_2,RCCD1
sg_7454_1,WAS
sg_143162_4,FRMPD2
sg_123970_4,C16orf78
sg_6237_3,RRAS
sg_319101_3,KRT73
sg_80789_3,INTS5
sg_84868_2,HAVCR2
sg_6472_2,SHMT2
sg_25938_3,HEATR5A
sg_125058_3,TBC1D16
sg_126520_2,PLK5
sg_2786_1,GNG4
sg_NTC_924,Non_Targeting_Control_924
sg_9668_3,ZNF432
sg_80021_3,TMEM62
sg_2296_4,FOXC1
sg_54785_2,C17orf59
sg_770_3,CA11
sg_133418_3,EMB
sg_2078_3,ERG
sg_22826_1,DNAJC8
sg_54674_2,LRRN3
sg_57446_4,NDRG3
sg_1186_1,CLCN7
sg_2099_3,ESR1
sg_55733_3,HHAT
sg_916_3,CD3E
sg_51109_1,RDH11
sg_343173_1,OR2T3
sg_124245_1,ZC3H18
sg_25775_1,C22orf24
sg_414060_3,TBC1D3C
sg_9179_4,AP4M1
sg_360_1,AQP3
sg_150771_2,ITPRIPL1
sg_1605_3,DAG1
sg_573_3,BAG1
sg_958_3,CD40
sg_28986_3,MAGEH1
sg_26152_1,ZNF337
sg_130814_4,PQLC3
sg_202500_4,TCTE1
sg_60491_2,NIF3L1
sg_65061_3,CDK15
sg_84705_4,GTPBP3
sg_2645_1,GCK
sg_23767_4,FLRT3
sg_9085_2,CDY1
sg_400831_3,C20orf202
sg_653519_2,GPR89A
sg_25898_3,RCHY1
sg_6990_4,DYNLT3
sg_79767_2,ELMO3
sg_6344_4,SCTR
sg_10015_2,PDCD6IP
sg_401647_4,GOLGA7B
sg_9687_3,GREB1
sg_6150_2,MRPL23
sg_23200_3,ATP11B
sg_3460_3,IFNGR2
sg_1088_4,CEACAM8
sg_6617_2,SNAPC1
sg_54830_1,NUP62CL
sg_23467_1,NPTXR
sg_7059_4,THBS3
sg_728833_3,FAM72D
sg_54938_2,SARS2
sg_2193_3,FARSA
sg_56937_2,PMEPA1
sg_144699_1,FBXL14
sg_219432_1,OR4C6
sg_5567_2,PRKACB
sg_10693_4,CCT6B
sg_118491_2,CFAP70
sg_79000_1,AUNIP
sg_9235_3,IL32
sg_51586_2,MED15
sg_23336_4,SYNM
sg_8078_2,USP5
sg_6397_3,SEC14L1
sg_138151_3,NACC2
sg_57216_3,VANGL2
sg_146050_1,ZSCAN29
sg_158511_3,CSAG1
sg_NTC_887,Non_Targeting_Control_887
sg_112817_2,HOGA1
sg_4116_3,MAGOH
sg_9951_1,HS3ST4
sg_163486_4,DENND1B
sg_285148_3,IAH1
sg_10346_2,TRIM22
sg_5620_3,PRM2
sg_135927_2,C7orf34
sg_8654_1,PDE5A
sg_8424_2,BBOX1
sg_11258_2,DCTN3
sg_255631_4,COL24A1
sg_64499_4,TPSB2
sg_6882_4,TAF11
sg_6095_4,RORA
sg_729574_1,FAM231A
sg_253714_2,MMS22L
sg_259308_4,FAM205A
sg_92345_2,NAF1
sg_5346_1,PLIN1
sg_64693_3,CTAGE1
sg_80122_2,MAP3K19
sg_79837_4,PIP4K2C
sg_730291_3,ZNF735
sg_3512_1,JCHAIN
sg_NTC_163,Non_Targeting_Control_163
sg_11194_4,ABCB8
sg_54554_2,WDR5B
sg_93166_1,PRDM6
sg_84107_4,ZIC4
sg_1524_1,CX3CR1
sg_3929_3,LBP
sg_126298_1,IRGQ
sg_29063_1,ZCCHC4
sg_57709_4,SLC7A14
sg_360023_3,ZBTB41
sg_7675_2,ZNF121
sg_123775_1,C16orf46
sg_389400_3,GFRAL
sg_8045_2,RASSF7
sg_140606_1,SELM
sg_9856_1,KIAA0319
sg_7074_2,TIAM1
sg_201725_4,C4orf46
sg_128710_3,SLX4IP
sg_5241_3,PGR
sg_NTC_480,Non_Targeting_Control_480
sg_84084_3,RAB6C
sg_10066_2,SCAMP2
sg_11064_2,CNTRL
sg_283870_4,BRICD5
sg_84626_2,KRBA1
sg_10884_3,MRPS30
sg_9134_1,CCNE2
sg_10380_4,BPNT1
sg_400831_4,C20orf202
sg_131377_4,KLHL40
sg_63922_1,CHTF18
sg_57462_2,KIAA1161
sg_8480_1,RAE1
sg_8615_1,USO1
sg_23306_2,TMEM194A
sg_54918_2,CMTM6
sg_261729_3,STEAP2
sg_342979_2,PALM3
sg_4009_3,LMX1A
sg_84188_4,FAR1
sg_7367_1,UGT2B17
sg_55320_2,MIS18BP1
sg_55081_2,IFT57
sg_100130880_1,LOC100130880
sg_51668_1,HSPB11
sg_2637_2,GBX2
sg_9762_4,LZTS3
sg_6525_3,SMTN
sg_2835_2,GPR12
sg_5146_1,PDE6C
sg_387496_2,RASL11A
sg_80323_2,CCDC68
sg_101928601_2,MEI4
sg_199704_3,ZNF585A
sg_9827_2,RGP1
sg_51503_3,CWC15
sg_10219_2,KLRG1
sg_143379_3,C10orf82
sg_4597_3,MVD
sg_5008_3,OSM
sg_79611_3,ACSS3
sg_133_4,ADM
sg_6648_2,SOD2
sg_8115_1,TCL1A
sg_4224_1,MEP1A
sg_55095_3,SAMD4B
sg_10979_1,FERMT2
sg_167127_4,UGT3A2
sg_23530_3,NNT
sg_25865_4,PRKD2
sg_3455_4,IFNAR2
sg_347344_1,ZNF81
sg_79142_4,PHF23
sg_154791_2,C7orf55
sg_116519_2,APOA5
sg_79132_2,DHX58
sg_259292_4,TAS2R46
sg_8924_2,HERC2
sg_112937_3,GLB1L3
sg_1836_3,SLC26A2
sg_100132916_3,FAM159B
sg_3673_3,ITGA2
sg_51274_1,KLF3
sg_399665_4,FAM102A
sg_1459_1,CSNK2A2
sg_29887_1,SNX10
sg_5916_1,RARG
sg_653509_3,SFTPA1
sg_219865_3,OR8G5
sg_2993_4,GYPA
sg_26658_1,OR7C2
sg_5291_3,PIK3CB
sg_29063_2,ZCCHC4
sg_222643_1,UNC5CL
sg_55105_1,GPATCH2
sg_23067_2,SETD1B
sg_26084_4,ARHGEF26
sg_6049_3,RNF6
sg_100190949_1,C5orf52
sg_57835_2,SLC4A5
sg_733_2,C8G
sg_342909_4,ZNF284
sg_5036_2,PA2G4
sg_10446_3,LRRN2
sg_7263_3,TST
sg_5289_4,PIK3C3
sg_2650_3,GCNT1
sg_9844_2,ELMO1
sg_317762_2,CCDC85C
sg_148014_3,TTC9B
sg_50813_2,COPS7A
sg_5157_1,PDGFRL
sg_81029_1,WNT5B
sg_29958_1,DMGDH
sg_4774_4,NFIA
sg_25970_3,SH2B1
sg_23480_3,SEC61G
sg_100505591_3,LRRC3C
sg_55094_3,GPATCH1
sg_112483_1,SAT2
sg_9421_2,HAND1
sg_403312_4,LOC403312
sg_63977_4,PRDM15
sg_826_1,CAPNS1
sg_3212_2,HOXB2
sg_390261_2,OR6M1
sg_83594_1,NUDT12
sg_9587_2,MAD2L1BP
sg_401137_2,PRR27
sg_10626_2,TRIM16
sg_90_3,ACVR1
sg_11011_4,TLK2
sg_3815_2,KIT
sg_785_1,CACNB4
sg_157753_1,TMEM74
sg_79641_1,ROGDI
sg_94056_1,SYAP1
sg_22802_4,CLCA4
sg_1487_1,CTBP1
sg_51778_3,MYOZ2
sg_645121_4,CCNI2
sg_5428_1,POLG
sg_1613_1,DAPK3
sg_55889_2,GOLGA6B
sg_377677_1,CA13
sg_8799_3,PEX11B
sg_NTC_71,Non_Targeting_Control_71
sg_55608_1,ANKRD10
sg_728118_3,NUTM2A
sg_400359_1,C15orf53
sg_56259_1,CTNNBL1
sg_116372_3,LYPD1
sg_56103_2,PCDHGB2
sg_26167_3,PCDHB5
sg_474383_1,F8A2
sg_56931_4,DUS3L
sg_2595_1,GANC
sg_80311_4,KLHL15
sg_6451_2,SH3BGRL
sg_3065_4,HDAC1
sg_390037_1,OR52I1
sg_27284_4,SULT1B1
sg_55093_1,WDYHV1
sg_11244_4,ZHX1
sg_4326_3,MMP17
sg_55891_3,LENEP
sg_5581_1,PRKCE
sg_1992_2,SERPINB1
sg_90423_1,ATP6V1E2
sg_64089_2,SNX16
sg_53840_3,TRIM34
sg_90525_2,SHF
sg_23658_2,LSM5
sg_3777_1,KCNK3
sg_3203_4,HOXA6
sg_602_1,BCL3
sg_60676_4,PAPPA2
sg_84650_2,EBPL
sg_5368_1,PNOC
sg_54891_1,INO80D
sg_6461_1,SHB
sg_55509_2,BATF3
sg_55671_3,SMEK1
sg_2762_3,GMDS
sg_730_1,C7
sg_143503_2,OR51E1
sg_6884_2,TAF13
sg_728819_3,C1GALT1C1L
sg_84310_2,C7orf50
sg_730130_4,TMEM229A
sg_1633_2,DCK
sg_2830_1,GPR6
sg_390649_4,OR4F15
sg_25923_4,ATL3
sg_219493_2,OR5AR1
sg_8800_1,PEX11A
sg_26168_2,SENP3
sg_92259_4,MRPS36
sg_54512_4,EXOSC4
sg_643236_4,TMEM72
sg_6123_4,RPL3L
sg_5063_2,PAK3
sg_5518_3,PPP2R1A
sg_6358_3,CCL14
sg_55633_4,TBC1D22B
sg_101927322_2,LOC101927322
sg_2186_3,BPTF
sg_10114_3,HIPK3
sg_2650_2,GCNT1
sg_55610_1,CCDC132
sg_90423_4,ATP6V1E2
sg_58499_4,ZNF462
sg_100129654_1,TCF24
sg_80778_4,ZNF34
sg_29945_3,ANAPC4
sg_7469_1,NELFA
sg_113763_3,ZBED6CL
sg_100129271_2,C1orf68
sg_100134391_1,LOC100134391
sg_4756_3,NEO1
sg_129285_4,PPP1R21
sg_23341_1,DNAJC16
sg_116842_2,LEAP2
sg_10806_1,SDCCAG8
sg_136259_4,KLF14
sg_79184_2,BRCC3
sg_57224_4,NHSL1
sg_613209_4,DEFB135
sg_2256_2,FGF11
sg_10542_1,LAMTOR5
sg_2995_1,GYPC
sg_4283_2,CXCL9
sg_119467_4,CLRN3
sg_200232_4,FAM209A
sg_7137_3,TNNI3
sg_3949_2,LDLR
sg_23269_2,MGA
sg_64168_4,NECAB1
sg_10322_1,SMYD5
sg_643338_4,C15orf62
sg_64778_2,FNDC3B
sg_210_3,ALAD
sg_9435_1,CHST2
sg_219537_3,SMTNL1
sg_5777_3,PTPN6
sg_283111_3,OR51V1
sg_3177_4,SLC29A2
sg_10686_2,CLDN16
sg_7421_2,VDR
sg_4708_1,NDUFB2
sg_494470_1,RNF165
sg_NTC_366,Non_Targeting_Control_366
sg_140947_1,DCANP1
sg_1672_2,DEFB1
sg_401387_1,LRRD1
sg_5805_4,PTS
sg_27230_4,SERP1
sg_401447_3,USP17L1
sg_8532_1,CPZ
sg_2764_3,GMFB
sg_403341_2,ZBTB34
sg_100130519_1,TMEM221
sg_2128_2,EVX1
sg_222826_1,FAM217A
sg_51319_2,RSRC1
sg_54839_3,LRRC49
sg_125111_2,GJD3
sg_9131_3,AIFM1
sg_1773_3,DNASE1
sg_3958_1,LGALS3
sg_56246_4,MRAP
sg_6556_3,SLC11A1
sg_441932_4,OR2W5
sg_23048_3,FNBP1
sg_124641_1,OVCA2
sg_366_3,AQP9
sg_57664_2,PLEKHA4
sg_154467_4,CCDC167
sg_50616_4,IL22
sg_9046_2,DOK2
sg_8291_1,DYSF
sg_730_4,C7
sg_643904_1,RNF222
sg_5793_3,PTPRG
sg_6507_4,SLC1A3
sg_54332_3,GDAP1
sg_57617_2,VPS18
sg_151306_1,GPBAR1
sg_7378_1,UPP1
sg_170371_3,C10orf128
sg_283385_2,MORN3
sg_25766_1,PRPF40B
sg_23708_2,GSPT2
sg_85474_4,LBX2
sg_79947_1,DHDDS
sg_5764_3,PTN
sg_NTC_302,Non_Targeting_Control_302
sg_7782_4,SLC30A4
sg_4928_3,NUP98
sg_4217_2,MAP3K5
sg_NTC_623,Non_Targeting_Control_623
sg_3268_3,AGFG2
sg_100131827_2,ZNF717
sg_79724_1,ZNF768
sg_92689_4,FAM114A1
sg_4439_1,MSH5
sg_9_4,NAT1
sg_8448_3,DOC2A
sg_23460_4,ABCA6
sg_23658_4,LSM5
sg_9703_1,KIAA0100
sg_3299_3,HSF4
sg_26211_3,OR2F1
sg_64285_2,RHBDF1
sg_11218_3,DDX20
sg_6336_4,SCN10A
sg_4062_1,LY6H
sg_340260_3,UNCX
sg_55280_1,CWF19L1
sg_26012_2,NSMF
sg_10196_4,PRMT3
sg_57084_3,SLC17A6
sg_168667_1,BMPER
sg_57534_4,MIB1
sg_51531_1,C9orf156
sg_2935_1,GSPT1
sg_23682_2,RAB38
sg_24139_4,EML2
sg_123970_1,C16orf78
sg_2650_4,GCNT1
sg_1161_3,ERCC8
sg_79923_2,NANOG
sg_10218_1,ANGPTL7
sg_441519_3,CT45A3
sg_6171_1,RPL41
sg_9495_4,AKAP5
sg_9402_1,GRAP2
sg_4668_1,NAGA
sg_54796_4,BNC2
sg_79101_1,TAF1D
sg_7318_1,UBA7
sg_23405_1,DICER1
sg_2178_2,FANCE
sg_1017_3,CDK2
sg_79339_3,OR51B4
sg_10160_4,FARP1
sg_7267_2,TTC3
sg_347730_2,LRRTM1
sg_2799_2,GNS
sg_81469_1,OR2G3
sg_124044_3,SPATA2L
sg_11244_2,ZHX1
sg_1719_4,DHFR
sg_245972_4,ATP6V0D2
sg_5989_2,RFX1
sg_23107_4,MRPS27
sg_145814_1,PGPEP1L
sg_140766_3,ADAMTS14
sg_4005_1,LMO2
sg_6621_1,SNAPC4
sg_79891_2,ZNF671
sg_3791_3,KDR
sg_353145_4,LCE3E
sg_1359_4,CPA3
sg_340595_3,ZCCHC16
sg_23331_1,TTC28
sg_54480_1,CHPF2
sg_90627_1,STARD13
sg_3321_4,IGSF3
sg_128308_1,MRPL55
sg_301_3,ANXA1
sg_79019_3,CENPM
sg_10096_2,ACTR3
sg_283446_4,MYO1H
sg_26277_2,TINF2
sg_3182_3,HNRNPAB
sg_5447_4,POR
sg_405_2,ARNT
sg_64446_2,DNAI2
sg_11245_2,GPR176
sg_317671_1,RFESD
sg_3745_2,KCNB1
sg_2268_1,FGR
sg_1351_1,COX8A
sg_220963_1,SLC16A9
sg_55785_4,FGD6
sg_5253_1,PHF2
sg_54101_4,RIPK4
sg_9132_3,KCNQ4
sg_342945_2,ZSCAN22
sg_374768_4,SPEM1
sg_6272_1,SORT1
sg_2668_1,GDNF
sg_138474_1,TAF1L
sg_286827_4,TRIM59
sg_9657_4,IQCB1
sg_325_4,APCS
sg_10736_4,SIX2
sg_79080_2,CCDC86
sg_2687_3,GGT5
sg_5552_2,SRGN
sg_100529063_1,BCL2L2-PABPN1
sg_120787_2,OR52W1
sg_NTC_927,Non_Targeting_Control_927
sg_653145_3,ANXA8
sg_57186_3,RALGAPA2
sg_25888_1,ZNF473
sg_152189_4,CMTM8
sg_54840_2,APTX
sg_5617_3,PRL
sg_7592_2,ZNF41
sg_26145_3,IRF2BP1
sg_25821_3,MTO1
sg_160287_1,LDHAL6A
sg_NTC_98,Non_Targeting_Control_98
sg_10514_1,MYBBP1A
sg_63915_4,BLOC1S5
sg_64090_3,GAL3ST2
sg_100130705_4,LOC100130705
sg_5291_1,PIK3CB
sg_51071_2,DERA
sg_390439_1,OR11G2
sg_349667_2,RTN4RL2
sg_6010_2,RHO
sg_57410_4,SCYL1
sg_8828_1,NRP2
sg_442867_4,BPY2B
sg_2108_4,ETFA
sg_65018_1,PINK1
sg_114885_1,OSBPL11
sg_55191_2,NADSYN1
sg_378708_1,APITD1
sg_27344_3,PCSK1N
sg_4902_2,NRTN
sg_51696_3,HECA
sg_414318_3,C9orf106
sg_388799_3,FAM209B
sg_114987_4,WDR31
sg_22797_3,TFEC
sg_6871_3,TADA2A
sg_4320_3,MMP11
sg_285331_1,CCDC66
sg_84125_3,LRRIQ1
sg_5203_1,PFDN4
sg_79144_3,PPDPF
sg_92935_3,MARS2
sg_5424_4,POLD1
sg_57823_4,SLAMF7
sg_91522_1,COL23A1
sg_642636_3,RAD21L1
sg_137735_4,ABRA
sg_1795_2,DOCK3
sg_56105_1,PCDHGA11
sg_5189_2,PEX1
sg_79875_3,THSD4
sg_NTC_938,Non_Targeting_Control_938
sg_8496_2,PPFIBP1
sg_1081_3,CGA
sg_131474_1,CHCHD4
sg_317754_1,POTED
sg_50486_3,G0S2
sg_641339_1,ZNF674
sg_10898_4,CPSF4
sg_341032_2,C11orf53
sg_4704_1,NDUFA9
sg_401097_3,C3orf80
sg_8424_1,BBOX1
sg_445347_2,TARP
sg_84343_1,HPS3
sg_81550_4,TDRD3
sg_6819_1,SULT1C2
sg_5691_3,PSMB3
sg_161198_3,CLEC14A
sg_51715_3,RAB23
sg_29800_4,ZDHHC1
sg_566_3,AZU1
sg_5457_2,POU4F1
sg_57644_2,MYH7B
sg_55759_1,WDR12
sg_54885_4,TBC1D8B
sg_221395_4,ADGRF5
sg_57821_3,CCDC181
sg_55251_4,PCMTD2
sg_640_3,BLK
sg_147945_1,NLRP4
sg_8354_1,HIST1H3I
sg_1653_1,DDX1
sg_54112_4,GPR88
sg_10523_3,CHERP
sg_23306_4,TMEM194A
sg_2638_1,GC
sg_93349_3,SP140L
sg_25978_4,CHMP2B
sg_65012_3,SLC26A10
sg_4994_1,OR3A1
sg_79159_1,NOL12
sg_84318_3,CCDC77
sg_2239_1,GPC4
sg_7220_4,TRPC1
sg_54681_3,P4HTM
sg_3429_2,IFI27
sg_55964_1,SEPT3
sg_2242_2,FES
sg_1201_3,CLN3
sg_3902_1,LAG3
sg_3918_2,LAMC2
sg_4499_4,MT1M
sg_719_1,C3AR1
sg_388558_4,ZNF808
sg_23127_3,COLGALT2
sg_80144_3,FRAS1
sg_5553_3,PRG2
sg_353134_1,LCE1D
sg_389762_1,SPATA31D3
sg_10947_4,AP3M2
sg_57622_4,LRFN1
sg_9873_2,FCHSD2
sg_360030_3,NANOGNB
sg_6641_3,SNTB1
sg_2119_4,ETV5
sg_23492_3,CBX7
sg_53828_1,FXYD4
sg_6293_3,VPS52
sg_79652_2,TMEM204
sg_375189_3,PFN4
sg_NTC_586,Non_Targeting_Control_586
sg_146691_3,TOM1L2
sg_168507_2,PKD1L1
sg_10396_2,ATP8A1
sg_401447_1,USP17L1
sg_57523_3,NYNRIN
sg_81035_3,COLEC12
sg_64838_2,FNDC4
sg_2019_1,EN1
sg_57571_1,CARNS1
sg_57561_4,ARRDC3
sg_65988_4,ZNF747
sg_11326_3,VSIG4
sg_60509_1,AGBL5
sg_79918_3,SETD6
sg_7094_1,TLN1
sg_1201_4,CLN3
sg_55850_3,USE1
sg_54212_4,SNTG1
sg_23098_2,SARM1
sg_55693_4,KDM4D
sg_10268_2,RAMP3
sg_54682_1,MANSC1
sg_84304_1,NUDT22
sg_147381_1,CBLN2
sg_65987_1,KCTD14
sg_51123_4,ZNF706
sg_55296_2,TBC1D19
sg_57633_4,LRRN1
sg_23378_2,RRP8
sg_150465_2,TTL
sg_152926_2,PPM1K
sg_7328_4,UBE2H
sg_57474_2,ZNF490
sg_25791_1,NGEF
sg_4072_2,EPCAM
sg_117583_2,PARD3B
sg_2671_2,GFER
sg_50943_1,FOXP3
sg_923_1,CD6
sg_8831_2,SYNGAP1
sg_8626_3,TP63
sg_11189_3,CELF3
sg_220042_3,DDIAS
sg_NTC_376,Non_Targeting_Control_376
sg_83446_2,CCDC70
sg_54956_1,PARP16
sg_81689_1,ISCA1
sg_128218_4,TMEM125
sg_100505385_3,IQCJ-SCHIP1
sg_25941_3,TPGS2
sg_4948_4,OCA2
sg_9312_4,KCNB2
sg_11067_3,C10orf10
sg_400745_2,SH2D5
sg_7414_3,VCL
sg_NTC_828,Non_Targeting_Control_828
sg_3036_2,HAS1
sg_51310_2,SLC22A17
sg_NTC_864,Non_Targeting_Control_864
sg_55287_3,TMEM40
sg_5971_4,RELB
sg_7280_1,TUBB2A
sg_7514_1,XPO1
sg_59349_3,KLHL12
sg_374918_4,IGFL1
sg_29079_2,MED4
sg_283871_2,PGP
sg_10205_2,MPZL2
sg_340307_4,CTAGE6
sg_342898_3,SYCN
sg_9709_3,HERPUD1
sg_728393_3,USP17L27
sg_84925_4,DIRC2
sg_79159_2,NOL12
sg_29890_3,RBM15B
sg_260434_2,PYDC1
sg_55007_4,FAM118A
sg_1917_3,EEF1A2
sg_22877_4,MLXIP
sg_81556_2,VWA9
sg_55745_4,AP5M1
sg_4477_2,MSMB
sg_80036_2,TRPM3
sg_55752_3,SEPT11
sg_654364_3,NME1-NME2
sg_6898_4,TAT
sg_153339_4,TMEM167A
sg_90417_4,KNSTRN
sg_6397_2,SEC14L1
sg_4040_4,LRP6
sg_6049_1,RNF6
sg_9913_1,SUPT7L
sg_8484_2,GALR3
sg_51199_3,NIN
sg_79895_2,ATP8B4
sg_340990_2,OTOG
sg_11223_4,MST1L
sg_3576_2,CXCL8
sg_3672_3,ITGA1
sg_414325_4,DEFB103A
sg_10232_3,MSLN
sg_10974_2,ADIRF
sg_2033_4,EP300
sg_644809_2,C15orf56
sg_84319_2,CMSS1
sg_2625_1,GATA3
sg_644809_4,C15orf56
sg_2098_4,ESD
sg_5708_3,PSMD2
sg_NTC_532,Non_Targeting_Control_532
sg_8153_2,RND2
sg_474343_2,SPIN2B
sg_84767_1,TRIM51
sg_5121_1,PCP4
sg_922_1,CD5L
sg_388633_1,LDLRAD1
sg_9362_3,CPNE6
sg_27097_2,TAF5L
sg_3932_3,LCK
sg_56917_1,MEIS3
sg_8320_1,EOMES
sg_10440_1,TIMM17A
sg_9332_4,CD163
sg_5045_2,FURIN
sg_3176_3,HNMT
sg_1939_1,EIF2D
sg_2354_3,FOSB
sg_3269_1,HRH1
sg_64407_4,RGS18
sg_79622_1,SNRNP25
sg_58157_1,NGB
sg_51203_2,NUSAP1
sg_23071_3,ERP44
sg_7058_2,THBS2
sg_57604_4,KIAA1456
sg_54793_4,KCTD9
sg_25841_3,ABTB2
sg_26873_2,OPLAH
sg_285668_3,C5orf64
sg_143630_2,UBQLNL
sg_27336_2,HTATSF1
