sgrna,gene
sg_10_4,NAT2
sg_NTC_462,Non_Targeting_Control_462
sg_114827_1,FHAD1
sg_5899_1,RALB
sg_100532736_1,MINOS1-NBL1
sg_127074_4,OR2T4
sg_5905_3,RANGAP1
sg_653619_2,PRAMEF15
sg_54585_2,LZTFL1
sg_5778_2,PTPN7
sg_6861_3,SYT5
sg_221937_1,FOXK1
sg_129642_4,MBOAT2
sg_2769_1,GNA15
sg_90529_1,STPG1
sg_51816_1,CECR1
sg_56127_1,PCDHB9
sg_146723_3,C17orf77
sg_100287718_3,ANKRD66
sg_150223_1,YDJC
sg_81626_4,SHCBP1L
sg_116337_3,PANX3
sg_10527_3,IPO7
sg_10864_2,SLC22A7
sg_57182_3,ANKRD50
sg_352999_4,C6orf58
sg_144811_2,LACC1
sg_9788_2,MTSS1
sg_10926_2,DBF4
sg_7058_1,THBS2
sg_642587_3,MIR205HG
sg_9038_2,TAAR5
sg_349136_3,WDR86
sg_NTC_66,Non_Targeting_Control_66
sg_2639_4,GCDH
sg_NTC_397,Non_Targeting_Control_397
sg_390649_1,OR4F15
sg_NTC_324,Non_Targeting_Control_324
sg_NTC_607,Non_Targeting_Control_607
sg_200959_4,GABRR3
sg_55324_4,ABCF3
sg_41_3,ASIC1
sg_5074_3,PAWR
sg_164045_4,HFM1
sg_140469_1,MYO3B
sg_9991_2,PTBP3
sg_859_3,CAV3
sg_619279_1,ZNF704
sg_NTC_568,Non_Targeting_Control_568
sg_7099_1,TLR4
sg_123283_4,TARSL2
sg_91433_1,RCCD1
sg_5696_3,PSMB8
sg_3238_2,HOXD12
sg_54956_3,PARP16
sg_5176_2,SERPINF1
sg_92591_3,ASB16
sg_170689_1,ADAMTS15
sg_79848_1,CSPP1
sg_442868_2,BPY2C
sg_4175_1,MCM6
sg_8266_4,UBL4A
sg_154743_2,C7orf60
sg_117289_1,TAGAP
sg_26137_2,ZBTB20
sg_8811_4,GALR2
sg_6247_3,RS1
sg_1719_3,DHFR
sg_10320_1,IKZF1
sg_55719_3,FAM178A
sg_91050_2,CCDC149
sg_10888_1,GPR83
sg_57691_3,KIAA1586
sg_4254_2,KITLG
sg_84125_1,LRRIQ1
sg_128710_2,SLX4IP
sg_1306_4,COL15A1
sg_7090_4,TLE3
sg_84836_2,ABHD14B
sg_79753_4,SNIP1
sg_140707_3,BRI3BP
sg_165100_3,C2orf57
sg_7040_4,TGFB1
sg_9462_1,RASAL2
sg_257_2,ALX3
sg_6942_4,TCF20
sg_553_3,AVPR1B
sg_2827_4,GPR3
sg_9404_4,LPXN
sg_3386_3,ICAM4
sg_866_3,SERPINA6
sg_7222_2,TRPC3
sg_2905_4,GRIN2C
sg_10283_4,CWC27
sg_6546_4,SLC8A1
sg_9456_4,HOMER1
sg_3298_2,HSF2
sg_57508_1,INTS2
sg_2687_4,GGT5
sg_51334_1,PRR16
sg_84255_3,SLC37A3
sg_4815_4,NINJ2
sg_84138_1,SLC7A6OS
sg_54606_1,DDX56
sg_23240_4,KIAA0922
sg_56900_4,TMEM167B
sg_54926_1,UBE2R2
sg_55178_3,RNMTL1
sg_79609_3,VCPKMT
sg_2110_3,ETFDH
sg_160364_4,CLEC12A
sg_8853_4,ASAP2
sg_64840_3,PORCN
sg_81620_1,CDT1
sg_83594_2,NUDT12
sg_7940_1,LST1
sg_90333_3,ZNF468
sg_57335_4,ZNF286A
sg_142910_3,LIPJ
sg_89887_3,ZNF628
sg_7150_1,TOP1
sg_8443_3,GNPAT
sg_23760_4,PITPNB
sg_51339_2,DACT1
sg_3687_1,ITGAX
sg_28996_4,HIPK2
sg_27098_4,CLUL1
sg_221061_4,FAM171A1
sg_27094_2,KCNMB3
sg_26538_3,OR10H2
sg_112817_3,HOGA1
sg_5716_2,PSMD10
sg_57705_2,WDFY4
sg_400581_4,GRAPL
sg_NTC_729,Non_Targeting_Control_729
sg_200403_4,VWA3B
sg_3641_2,INSL4
sg_56241_2,SUSD2
sg_448834_1,KPRP
sg_339390_1,CLEC4G
sg_6399_2,TRAPPC2
sg_154664_2,ABCA13
sg_133619_1,PRRC1
sg_653784_4,MZT2A
sg_340554_2,ZC3H12B
sg_6711_3,SPTBN1
sg_83732_2,RIOK1
sg_3780_2,KCNN1
sg_79679_4,VTCN1
sg_162333_4,MARCH10
sg_10485_3,C1orf61
sg_8912_1,CACNA1H
sg_6906_1,SERPINA7
sg_84146_2,ZNF644
sg_55071_1,C9orf40
sg_608_1,TNFRSF17
sg_2624_2,GATA2
sg_284306_3,ZNF547
sg_27440_1,CECR5
sg_84108_1,PCGF6
sg_6036_1,RNASE2
sg_3064_1,HTT
sg_165918_2,RNF168
sg_57693_1,ZNF317
sg_112611_3,RWDD2A
sg_817_4,CAMK2D
sg_3050_3,HBZ
sg_22876_3,INPP5F
sg_79668_1,PARP8
sg_25862_1,USP49
sg_400165_4,ATP11AUN
sg_10394_4,PRG3
sg_2691_3,GHRH
sg_79070_1,KDELC1
sg_85437_3,ZCRB1
sg_400165_1,ATP11AUN
sg_3595_4,IL12RB2
sg_414_3,ARSD
sg_5433_3,POLR2D
sg_7376_3,NR1H2
sg_57158_1,JPH2
sg_3290_3,HSD11B1
sg_349633_3,PLET1
sg_254170_3,FBXO33
sg_517_1,ATP5G2
sg_388333_1,SPDYE4
sg_4837_4,NNMT
sg_79760_1,GEMIN7
sg_80821_3,DDHD1
sg_7701_1,ZNF142
sg_578_1,BAK1
sg_22846_3,VASH1
sg_NTC_158,Non_Targeting_Control_158
sg_10409_1,BASP1
sg_25830_1,SULT4A1
sg_23259_1,DDHD2
sg_4995_1,OR3A2
sg_440560_1,PRAMEF11
sg_30811_3,HUNK
sg_283578_1,TMED8
sg_84904_3,ARHGEF39
sg_22807_2,IKZF2
sg_23649_4,POLA2
sg_5542_2,PRB1
sg_91828_4,EXOC3L4
sg_64641_3,EBF2
sg_257169_2,C9orf43
sg_5440_4,POLR2K
sg_51207_4,DUSP13
sg_10154_4,PLXNC1
sg_6738_4,TROVE2
sg_6929_4,TCF3
sg_10633_4,RASL10A
sg_54888_4,NSUN2
sg_395_3,ARHGAP6
sg_3744_4,KCNA10
sg_360226_1,PRSS41
sg_3167_1,HMX2
sg_25855_3,BRMS1
sg_93611_1,FBXO44
sg_390231_4,TRIM77
sg_7743_2,ZNF189
sg_55237_1,VRTN
sg_283160_4,OR8D2
sg_8973_4,CHRNA6
sg_27344_1,PCSK1N
sg_56956_3,LHX9
sg_10963_2,STIP1
sg_701_4,BUB1B
sg_6854_2,SYN2
sg_695_4,BTK
sg_80162_2,ATHL1
sg_10412_3,NSA2
sg_2235_1,FECH
sg_9197_4,SLC33A1
sg_84532_1,ACSS1
sg_8644_4,AKR1C3
sg_57584_3,ARHGAP21
sg_3451_4,IFNA17
sg_55646_4,LYAR
sg_2244_2,FGB
sg_10316_4,NMUR1
sg_10565_4,ARFGEF1
sg_146822_2,CDRT15
sg_55041_3,PLEKHB2
sg_4173_4,MCM4
sg_27258_3,LSM3
sg_2140_2,EYA3
sg_646625_2,URAD
sg_54878_3,DPP8
sg_2940_2,GSTA3
sg_284422_3,SMIM24
sg_441425_2,ANKRD20A3
sg_22901_2,ARSG
sg_NTC_470,Non_Targeting_Control_470
sg_3889_3,KRT83
sg_NTC_871,Non_Targeting_Control_871
sg_4051_1,CYP4F3
sg_340542_1,BEX5
sg_55008_1,HERC6
sg_4129_3,MAOB
sg_1292_2,COL6A2
sg_9705_4,ST18
sg_5934_3,RBL2
sg_8659_2,ALDH4A1
sg_23550_1,PSD4
sg_201725_1,C4orf46
sg_9082_4,XKRY
sg_8729_3,GBF1
sg_203859_2,ANO5
sg_23248_3,RPRD2
sg_6601_2,SMARCC2
sg_51506_4,UFC1
sg_151525_2,WDSUB1
sg_54733_2,SLC35F2
sg_7049_3,TGFBR3
sg_94134_2,ARHGAP12
sg_339123_4,JMJD8
sg_117584_2,RFFL
sg_283870_1,BRICD5
sg_8338_3,HIST2H2AC
sg_51384_4,WNT16
sg_3713_4,IVL
sg_3306_3,HSPA2
sg_57104_1,PNPLA2
sg_137868_3,SGCZ
sg_10939_3,AFG3L2
sg_28962_3,OSTM1
sg_644844_4,PHGR1
sg_100873985_2,MED14OS
sg_85417_1,CCNB3
sg_150921_4,TCF23
sg_8237_1,USP11
sg_6845_4,VAMP7
sg_63899_4,NSUN3
sg_51660_4,MPC1
sg_63827_1,BCAN
sg_414899_1,BLID
sg_22907_1,DHX30
sg_2195_1,FAT1
sg_133491_2,C5orf47
sg_55871_3,CBWD1
sg_119694_2,OR51F2
sg_55714_1,TENM3
sg_284340_2,CXCL17
sg_5292_1,PIM1
sg_5648_3,MASP1
sg_4726_4,NDUFS6
sg_79691_2,QTRTD1
sg_79850_4,FAM57A
sg_219972_2,MPEG1
sg_4117_4,MAK
sg_9063_3,PIAS2
sg_57111_2,RAB25
sg_25799_1,ZNF324
sg_NTC_179,Non_Targeting_Control_179
sg_2805_4,GOT1
sg_10447_2,FAM3C
sg_94239_4,H2AFV
sg_399888_2,FAM180B
sg_64123_2,ADGRL4
sg_3620_1,IDO1
sg_25854_3,FAM149A
sg_11147_1,HHLA3
sg_4585_2,MUC4
sg_3611_2,ILK
sg_729238_1,SFTPA2
sg_25800_2,SLC39A6
sg_7587_1,ZNF37A
sg_137872_1,ADHFE1
sg_441871_1,PRAMEF7
sg_6657_4,SOX2
sg_116832_4,RPL39L
sg_56995_2,TULP4
sg_83607_4,AMMECR1L
sg_1277_3,COL1A1
sg_1193_2,CLIC2
sg_497189_1,TIFAB
sg_56950_2,SMYD2
sg_197131_1,UBR1
sg_55180_1,LINS
sg_5297_1,PI4KA
sg_145741_3,C2CD4A
sg_219873_4,OR10S1
sg_54994_1,GID8
sg_10940_3,POP1
sg_283078_2,MKX
sg_8170_3,SLC14A2
sg_1950_4,EGF
sg_2158_3,F9
sg_NTC_695,Non_Targeting_Control_695
sg_168417_2,ZNF679
sg_6521_3,SLC4A1
sg_64928_3,MRPL14
sg_203111_2,ERICH5
sg_6746_2,SSR2
sg_10902_4,BRD8
sg_115353_3,LRRC42
sg_2720_3,GLB1
sg_151195_2,CCNYL1
sg_6302_2,TSPAN31
sg_2187_3,FANCB
sg_1028_1,CDKN1C
sg_1743_4,DLST
sg_127062_2,OR2M3
sg_201176_1,ARHGAP27
sg_25855_1,BRMS1
sg_440107_2,PLEKHG7
sg_65220_2,NADK
sg_51018_2,RRP15
sg_339479_1,BRINP3
sg_93650_4,ACPT
sg_11112_3,HIBADH
sg_51409_3,HEMK1
sg_55356_2,SLC22A15
sg_145946_2,SPATA8
sg_6017_4,RLBP1
sg_4739_3,NEDD9
sg_8609_1,KLF7
sg_613227_3,HIGD1C
sg_6819_4,SULT1C2
sg_360_4,AQP3
sg_9632_2,SEC24C
sg_27077_4,B9D1
sg_132141_1,IQCF1
sg_3776_1,KCNK2
sg_55843_4,ARHGAP15
sg_831_3,CAST
sg_6936_2,GCFC2
sg_23553_4,HYAL4
sg_64220_3,STRA6
sg_2647_1,BLOC1S1
sg_78987_1,CRELD1
sg_23086_2,EXPH5
sg_84457_1,PHYHIPL
sg_57520_2,HECW2
sg_60487_4,TRMT11
sg_8161_1,COIL
sg_6748_1,SSR4
sg_3090_2,HIC1
sg_79086_4,SMIM7
sg_987_4,LRBA
sg_728072_3,CT47A5
sg_55128_2,TRIM68
sg_64420_1,SUSD1
sg_5881_1,RAC3
sg_23660_1,ZKSCAN5
sg_4696_1,NDUFA3
sg_100507588_2,TGFBR3L
sg_8945_3,BTRC
sg_647174_3,SERPINE3
sg_3854_4,KRT6B
sg_NTC_940,Non_Targeting_Control_940
sg_100188893_4,TOMM6
sg_29798_1,C2orf27A
sg_84750_1,FUT10
sg_9180_1,OSMR
sg_2830_4,GPR6
sg_401_4,PHOX2A
sg_5939_2,RBMS2
sg_25879_3,DCAF13
sg_79583_1,TMEM231
sg_432_4,ASGR1
sg_4935_1,GPR143
sg_57099_4,AVEN
sg_145873_1,MESP2
sg_55119_1,PRPF38B
sg_90668_3,LRRC16B
sg_58478_4,ENOPH1
sg_83443_2,SF3B5
sg_64699_2,TMPRSS3
sg_95_2,ACY1
sg_142684_3,RAB40A
sg_167410_1,LIX1
sg_29841_2,GRHL1
sg_3680_3,ITGA9
sg_221981_4,THSD7A
sg_126248_4,WDR88
sg_23033_3,DOPEY1
sg_9369_2,NRXN3
sg_443_2,ASPA
sg_6991_3,TCTE3
sg_400746_2,NCMAP
sg_55486_3,PARL
sg_27329_4,ANGPTL3
sg_8120_2,AP3B2
sg_122970_1,ACOT4
sg_10677_1,AVIL
sg_55699_3,IARS2
sg_9690_2,UBE3C
sg_4923_3,NTSR1
sg_150786_1,WTH3DI
sg_79816_4,TLE6
sg_2491_4,CENPI
sg_9414_4,TJP2
sg_3817_2,KLK2
sg_64328_3,XPO4
sg_7402_1,UTRN
sg_375341_1,C3orf62
sg_51441_4,YTHDF2
sg_79161_3,TMEM243
sg_1803_4,DPP4
sg_10213_4,PSMD14
sg_100526842_3,RPL17-C18orf32
sg_91860_2,CALML4
sg_6227_3,RPS21
sg_643311_2,CT47B1
sg_57497_2,LRFN2
sg_54512_3,EXOSC4
sg_54879_2,ST7L
sg_128637_3,TBC1D20
sg_51738_1,GHRL
sg_92235_2,DUSP27
sg_55578_2,SUPT20H
sg_359710_3,BPIFB3
sg_60468_4,BACH2
sg_6606_1,SMN1
sg_199990_1,C1orf86
sg_7384_2,UQCRC1
sg_64232_1,MS4A5
sg_54953_3,C1orf27
sg_10268_4,RAMP3
sg_139604_4,MAGEB16
sg_NTC_943,Non_Targeting_Control_943
sg_4800_1,NFYA
sg_94101_4,ORMDL1
sg_863_3,CBFA2T3
sg_23677_3,SH3BP4
sg_729648_2,ZNF812
sg_100996648_2,TCP11X2
sg_2160_2,F11
sg_2257_4,FGF12
sg_148345_1,C1orf127
sg_282679_4,AQP11
sg_1280_2,COL2A1
sg_4958_2,OMD
sg_22929_3,SEPHS1
sg_2212_4,FCGR2A
sg_6538_3,SLC6A11
sg_64682_3,ANAPC1
sg_9070_1,ASH2L
sg_127550_3,A3GALT2
sg_57663_4,USP29
sg_54494_3,C11orf71
sg_22936_3,ELL2
sg_254552_3,NUDT8
sg_51149_2,C5orf45
sg_22898_1,DENND3
sg_10438_2,C1D
sg_11101_4,ATE1
sg_5604_1,MAP2K1
sg_170482_2,CLEC4C
sg_79822_2,ARHGAP28
sg_6714_4,SRC
sg_NTC_128,Non_Targeting_Control_128
sg_155051_4,CRYGN
sg_100533183_2,ZNF664-FAM101A
sg_23199_3,GSE1
sg_317649_1,EIF4E3
sg_219595_4,FOLH1B
sg_7335_3,UBE2V1
sg_4088_3,SMAD3
sg_216_4,ALDH1A1
sg_3592_4,IL12A
sg_728361_1,OVOL3
sg_57544_1,TXNDC16
sg_51002_1,TPRKB
sg_26133_1,TRPC4AP
sg_NTC_526,Non_Targeting_Control_526
sg_23643_4,LY96
sg_57501_3,KIAA1257
sg_7141_3,TNP1
sg_23366_3,KIAA0895
sg_51524_2,TMEM138
sg_9203_4,ZMYM3
sg_3780_4,KCNN1
sg_9592_2,IER2
sg_7475_4,WNT6
sg_29057_4,FAM156A
sg_10368_2,CACNG3
sg_56654_1,NPDC1
sg_54987_1,C1orf123
sg_164668_4,APOBEC3H
sg_23598_3,PATZ1
sg_NTC_680,Non_Targeting_Control_680
sg_54777_3,CFAP46
sg_54509_1,RHOF
sg_8756_3,ADAM7
sg_134265_2,AFAP1L1
sg_154064_1,RAET1L
sg_144453_3,BEST3
sg_27115_1,PDE7B
sg_7114_3,TMSB4X
sg_389114_4,ZNF662
sg_84152_1,PPP1R1B
sg_9074_1,CLDN6
sg_29907_3,SNX15
sg_55201_1,MAP1S
sg_23097_2,CDK19
sg_146779_2,EFCAB3
sg_55504_1,TNFRSF19
sg_22938_4,SNW1
sg_24139_3,EML2
sg_401565_3,FAM166A
sg_84443_4,FRMPD3
sg_11011_1,TLK2
sg_3601_2,IL15RA
sg_10165_1,SLC25A13
sg_26246_2,OR2L2
sg_5458_4,POU4F2
sg_285346_3,ZNF852
sg_91304_2,TMEM259
sg_10073_3,SNUPN
sg_8811_2,GALR2
sg_3229_3,HOXC13
sg_90527_2,DUOXA1
sg_54904_1,WHSC1L1
sg_150368_4,FAM109B
sg_22802_3,CLCA4
sg_23064_2,SETX
sg_2886_4,GRB7
sg_NTC_104,Non_Targeting_Control_104
sg_10660_1,LBX1
sg_6001_2,RGS10
sg_11103_3,KRR1
sg_57495_1,NWD2
sg_1644_2,DDC
sg_9761_4,MLEC
sg_10200_3,MPHOSPH6
sg_390436_2,OR4K17
sg_NTC_728,Non_Targeting_Control_728
sg_9843_4,HEPH
sg_58488_2,PCTP
sg_54534_4,MRPL50
sg_353274_1,ZNF445
sg_64407_3,RGS18
sg_341277_3,OVCH2
sg_2703_1,GJA8
sg_10240_1,MRPS31
sg_2801_3,GOLGA2
sg_653247_4,PRB2
sg_4773_2,NFATC2
sg_165918_3,RNF168
sg_4632_1,MYL1
sg_50509_2,COL5A3
sg_3636_1,INPPL1
sg_79594_2,MUL1
sg_170954_2,PPP1R18
sg_54776_1,PPP1R12C
sg_8671_2,SLC4A4
sg_5714_2,PSMD8
sg_165215_3,FAM171B
sg_653499_3,LGALS7B
sg_23325_4,KIAA1033
sg_54957_3,TXNL4B
sg_139341_2,FUNDC1
sg_50628_1,GEMIN4
sg_23617_4,TSSK2
sg_9961_4,MVP
sg_3656_1,IRAK2
sg_26166_3,RGS22
sg_89953_3,KLC4
sg_55206_2,SBNO1
sg_163050_2,ZNF564
sg_136051_1,ZNF786
sg_5032_3,P2RY11
sg_5230_2,PGK1
sg_9570_1,GOSR2
sg_54891_3,INO80D
sg_282775_4,OR5J2
sg_163033_1,ZNF579
sg_2954_4,GSTZ1
sg_137868_4,SGCZ
sg_389257_3,LRRC14B
sg_26960_3,NBEA
sg_653121_3,ZBTB8A
sg_NTC_730,Non_Targeting_Control_730
sg_5925_3,RB1
sg_7490_2,WT1
sg_3161_1,HMMR
sg_3621_3,ING1
sg_402665_3,IGLON5
sg_5222_4,PGA5
sg_282890_1,ZNF311
sg_123876_3,ACSM2A
sg_159963_3,SLC5A12
sg_162461_2,TMEM92
sg_441425_1,ANKRD20A3
sg_1793_2,DOCK1
sg_23204_4,ARL6IP1
sg_1029_3,CDKN2A
sg_5726_2,TAS2R38
sg_4142_1,MAS1
sg_153579_4,BTNL9
sg_3842_1,TNPO1
sg_83259_2,PCDH11Y
sg_387923_1,SERP2
sg_51588_2,PIAS4
sg_29982_1,NRBF2
sg_414059_3,TBC1D3B
sg_11244_3,ZHX1
sg_60386_1,SLC25A19
sg_10943_1,MSL3
sg_6006_1,RHCE
sg_157567_1,ANKRD46
sg_116843_1,SLC18B1
sg_387890_1,TMEM233
sg_10930_4,APOBEC2
sg_7024_1,TFCP2
sg_121512_3,FGD4
sg_116412_3,ZNF837
sg_342371_4,ATXN1L
sg_64801_2,ARV1
sg_122042_1,RXFP2
sg_146378_3,C16orf92
sg_338596_2,ST8SIA6
sg_55297_2,CCDC91
sg_140862_3,ISM1
sg_10344_2,CCL26
sg_84179_1,MFSD7
sg_79990_2,PLEKHH3
sg_442186_1,OR2J3
sg_5498_3,PPOX
sg_51447_1,IP6K2
sg_3792_4,KEL
sg_5298_1,PI4KB
sg_347365_1,ITIH6
sg_8100_3,IFT88
sg_219983_1,OR4D6
sg_64343_3,AZI2
sg_254359_2,ZDHHC24
sg_5700_1,PSMC1
sg_178_2,AGL
sg_23248_2,RPRD2
sg_5587_4,PRKD1
sg_NTC_39,Non_Targeting_Control_39
sg_343472_2,BARHL2
sg_8749_3,ADAM18
sg_23194_3,FBXL7
sg_390443_2,RNASE9
sg_9717_4,SEC14L5
sg_952_2,CD38
sg_2562_4,GABRB3
sg_8444_4,DYRK3
sg_3854_1,KRT6B
sg_NTC_257,Non_Targeting_Control_257
sg_NTC_484,Non_Targeting_Control_484
sg_84570_1,COL25A1
sg_6764_2,ST5
sg_346689_1,KLRG2
sg_22880_3,MORC2
sg_7922_2,SLC39A7
sg_55340_3,GIMAP5
sg_343563_4,OR2T29
sg_120146_1,TRIM64
sg_56113_1,PCDHGA2
sg_84433_3,CARD11
sg_NTC_38,Non_Targeting_Control_38
sg_285195_4,SLC9A9
sg_55848_2,PLGRKT
sg_3162_3,HMOX1
sg_282991_2,BLOC1S2
sg_11129_4,CLASRP
sg_646643_4,SBK2
sg_80206_1,FHOD3
sg_11103_2,KRR1
sg_27010_2,TPK1
sg_3299_2,HSF4
sg_9141_3,PDCD5
sg_5255_3,PHKA1
sg_781_4,CACNA2D1
sg_1429_2,CRYZ
sg_29911_3,HOOK2
sg_55246_1,CCDC25
sg_27069_1,GHITM
sg_53335_2,BCL11A
sg_338707_1,B4GALNT4
sg_57188_2,ADAMTSL3
sg_140850_4,DEFB127
sg_203197_3,C9orf91
sg_NTC_988,Non_Targeting_Control_988
sg_168433_4,RNF133
sg_55301_3,OLAH
sg_8125_1,ANP32A
sg_51603_2,METTL13
sg_339122_3,RAB43
sg_55515_2,ASIC4
sg_10458_3,BAIAP2
sg_29122_4,PRSS50
sg_390064_3,OR51I2
sg_55755_3,CDK5RAP2
sg_51433_1,ANAPC5
sg_340654_3,LIPM
sg_5175_2,PECAM1
sg_7755_3,ZNF205
sg_219982_2,OR5A1
sg_83597_3,RTP3
sg_4097_4,MAFG
sg_339221_1,ENPP7
sg_23369_2,PUM2
sg_259282_3,BOD1L1
sg_84545_4,MRPL43
sg_26973_1,CHORDC1
sg_8705_2,B3GALT4
sg_57519_1,STARD9
sg_780_2,DDR1
sg_130560_4,SPATA3
sg_84522_4,JAGN1
sg_6513_1,SLC2A1
sg_58503_2,PROL1
sg_127077_1,OR2T11
sg_5003_1,SLC22A18AS
sg_165215_1,FAM171B
sg_654429_4,LRTM2
sg_90835_3,C16orf93
sg_54205_3,CYCS
sg_6489_1,ST8SIA1
sg_80155_4,NAA15
sg_91179_1,SCARF2
sg_144108_1,SPTY2D1
sg_9942_1,XYLB
sg_6257_1,RXRB
sg_54857_3,GDPD2
sg_64844_4,MARCH7
sg_57707_4,TLDC1
sg_50619_1,DEF6
sg_100131094_1,DPP9-AS1
sg_221336_4,BEND6
sg_90355_2,C5orf30
sg_51252_1,FAM178B
sg_85007_4,PHYKPL
sg_378108_4,TRIM74
sg_6423_1,SFRP2
sg_27430_3,MAT2B
sg_9512_1,PMPCB
sg_26595_4,OR8B2
sg_10876_3,EDDM3A
sg_9125_2,RQCD1
sg_138716_1,RPP25L
sg_241_1,ALOX5AP
sg_5146_3,PDE6C
sg_3725_1,JUN
sg_479_2,ATP12A
sg_729262_2,NUTM2B
sg_389090_3,OR6B2
sg_NTC_839,Non_Targeting_Control_839
sg_124093_1,CCDC78
sg_3263_3,HPX
sg_9419_1,CRIPT
sg_2729_3,GCLC
sg_84836_4,ABHD14B
sg_2177_1,FANCD2
sg_1145_3,CHRNE
sg_2847_3,MCHR1
sg_55696_2,RBM22
sg_474170_1,LRRC37A2
sg_5919_2,RARRES2
sg_22908_1,SACM1L
sg_644019_4,CBWD6
sg_8392_4,OR3A3
sg_23161_4,SNX13
sg_346689_4,KLRG2
sg_340069_4,FAM170A
sg_80000_4,GREB1L
sg_151613_4,TTC14
sg_3082_1,HGF
sg_971_4,CD72
sg_126731_2,CCSAP
sg_65056_2,GPBP1
sg_1739_1,DLG1
sg_51429_4,SNX9
sg_51725_1,FBXO40
sg_1123_1,CHN1
sg_10014_3,HDAC5
sg_85442_3,KNDC1
sg_7474_3,WNT5A
sg_6785_1,ELOVL4
sg_3162_1,HMOX1
sg_7091_1,TLE4
sg_7278_4,TUBA3C
sg_3248_1,HPGD
sg_594855_4,CPLX3
sg_55174_1,INTS10
sg_134266_4,GRPEL2
sg_256472_4,TMEM151A
sg_NTC_24,Non_Targeting_Control_24
sg_169044_4,COL22A1
sg_57834_3,CYP4F11
sg_27236_2,ARFIP1
sg_54545_1,MTMR12
sg_146562_2,C16orf71
sg_8969_3,HIST1H2AG
sg_30820_1,KCNIP1
sg_79956_4,ERMP1
sg_55279_2,ZNF654
sg_26227_2,PHGDH
sg_56158_1,TEX12
sg_221710_2,SMIM13
sg_NTC_63,Non_Targeting_Control_63
sg_25962_2,KIAA1429
sg_653602_4,LOC653602
sg_6445_3,SGCG
sg_4586_2,MUC5AC
sg_65082_3,VPS33A
sg_54913_3,RPP25
sg_408263_3,FNDC9
sg_143502_1,OR52I2
sg_389362_2,PSMG4
sg_118487_2,CHCHD1
sg_55181_4,SMG8
sg_116328_1,C8orf34
sg_2918_1,GRM8
sg_NTC_980,Non_Targeting_Control_980
sg_3550_4,IK
sg_1847_3,DUSP5
sg_8795_4,TNFRSF10B
sg_799_4,CALCR
sg_51191_2,HERC5
sg_23299_3,BICD2
sg_79541_2,OR2A4
sg_2157_2,F8
sg_5055_2,SERPINB2
sg_10175_3,CNIH1
sg_219875_4,OR4D5
sg_219927_4,MRPL21
sg_1119_3,CHKA
sg_1237_3,CCR8
sg_400966_1,RGPD1
sg_4824_4,NKX3-1
sg_283298_4,OLFML1
sg_55768_3,NGLY1
sg_1389_1,CREBL2
sg_23286_4,WWC1
sg_1_1,A1BG
sg_57683_2,ZDBF2
sg_120103_3,SLC36A4
sg_54503_2,ZDHHC13
sg_60684_2,TRAPPC11
sg_8448_1,DOC2A
sg_8861_4,LDB1
sg_85409_1,NKD2
sg_NTC_275,Non_Targeting_Control_275
sg_54434_3,SSH1
sg_8480_3,RAE1
sg_5865_3,RAB3B
sg_84631_2,SLITRK2
sg_4901_1,NRL
sg_147906_3,DACT3
sg_29062_2,WDR91
sg_7545_1,ZIC1
sg_102723631_1,CT45A10
sg_11129_1,CLASRP
sg_55851_3,PSENEN
sg_10006_2,ABI1
sg_283953_2,TMEM114
sg_9559_2,VPS26A
sg_4967_3,OGDH
sg_1188_3,CLCNKB
sg_10645_3,CAMKK2
sg_3010_2,HIST1H1T
sg_133746_4,JMY
sg_119687_1,OR51A7
sg_8989_1,TRPA1
sg_5095_3,PCCA
sg_23237_2,ARC
sg_NTC_74,Non_Targeting_Control_74
sg_26271_4,FBXO5
sg_442319_1,ZNF727
sg_79932_3,KIAA0319L
sg_6508_2,SLC4A3
sg_11006_4,LILRB4
sg_170954_4,PPP1R18
sg_54206_2,ERRFI1
sg_3454_1,IFNAR1
sg_143879_4,KBTBD3
sg_66035_4,SLC2A11
sg_2312_1,FLG
sg_126520_4,PLK5
sg_NTC_423,Non_Targeting_Control_423
sg_26148_2,C10orf12
sg_221785_4,ZSCAN25
sg_8802_2,SUCLG1
sg_11344_1,TWF2
sg_200373_1,CFAP221
sg_147968_1,CAPN12
sg_123096_1,SLC25A29
sg_84281_4,C2orf88
sg_388512_2,CLEC17A
sg_165530_2,CLEC4F
sg_3005_1,H1F0
sg_646262_2,LACTBL1
sg_142683_3,ITLN2
sg_283116_1,TRIM49B
sg_51303_3,FKBP11
sg_23359_1,FAM189A1
sg_25829_3,TMEM184B
sg_554313_2,HIST2H4B
sg_8284_3,KDM5D
sg_253769_3,WDR27
sg_4582_1,MUC1
sg_23348_2,DOCK9
sg_6461_3,SHB
sg_5190_1,PEX6
sg_100128071_3,FAM229A
sg_728927_1,ZNF736
sg_9147_1,NEMF
sg_3612_2,IMPA1
sg_28952_3,CCDC22
sg_953_1,ENTPD1
sg_79679_1,VTCN1
sg_115207_3,KCTD12
sg_65009_4,NDRG4
sg_27439_3,CECR6
sg_1846_3,DUSP4
sg_6611_4,SMS
sg_9810_3,RNF40
sg_53919_1,SLCO1C1
sg_57488_4,ESYT2
sg_81579_2,PLA2G12A
sg_55778_3,ZNF839
sg_3983_3,ABLIM1
sg_3174_2,HNF4G
sg_1457_2,CSNK2A1
sg_9980_2,DOPEY2
